"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 91 m2","Giá: 30,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Xuân Th<U+1EE7>y, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng H<U+1EAD>u, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--20.html#",105.7954645,21.0151308
"Di<U+1EC7>n tích: 110 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Trung Kính, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--20.html#",105.7861755,20.9850817
"Di<U+1EC7>n tích: 121 m2","Giá: 25,2 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van L<U+1ED9>c, Phu<U+1EDD>ng M<U+1ED9> Lao, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--20.html#",105.7736169,20.9842881
"Di<U+1EC7>n tích: 73 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Ð<U+1EA1>i M<U+1ED7>, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--20.html#",105.7939102,21.0165283
"Di<U+1EC7>n tích: 55 m2","Giá: 1,8 t<U+1EF7> ","Ph<U+1ED1> Vu Ph<U+1EA1>m Hàm, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--20.html#",105.8104148,20.9815134
"Di<U+1EC7>n tích: 79 m2","Giá: 21,8 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Xi<U+1EC3>n, Phu<U+1EDD>ng Ð<U+1EA1>i Kim, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.8318276,20.9639871
"Di<U+1EC7>n tích: 137 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Duy Trinh, Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.8618348,20.9961581
"Di<U+1EC7>n tích: 64 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Minh Khai, Phu<U+1EDD>ng Tân Mai, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.8518791,20.987038
"Di<U+1EC7>n tích: 72 m2","Giá: 23 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Nguy<U+1EC5>n Ð<U+1EE9>c C<U+1EA3>nh, Phu<U+1EDD>ng Tân Mai, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.8729436,21.0009489
"Di<U+1EC7>n tích: 64 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Vinh Tuy, Phu<U+1EDD>ng Vi~nh Tuy, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.7917504,21.0657853
"Di<U+1EC7>n tích: 67 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ð<U+1ED7> Nhu<U+1EAD>n, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.7917504,21.0657853
"Di<U+1EC7>n tích: 101 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ð<U+1ED7> Nhu<U+1EAD>n, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 133 m2","Giá: 4,475 t<U+1EF7> ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.7927008,21.0386562
"Di<U+1EC7>n tích: 76 m2","Giá: 2,052 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Ðang Ninh, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.7927008,21.0386562
"Di<U+1EC7>n tích: 80 m2","Giá: 2,65 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Ðang Ninh, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 133 m2","Giá: 4,475 t<U+1EF7> ","Ðu<U+1EDD>ng C<U+1EA7>u Gi<U+1EA5>y, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.6471178,21.032456
"Di<U+1EC7>n tích: 53 m2","Giá: 9,96 tri<U+1EC7>u / m2  ","Xã Sài Son, Huy<U+1EC7>n Qu<U+1ED1>c Oai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.764521,21.0290028
"Di<U+1EC7>n tích: 75 m2","Giá: 1,9 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng C<U+1EA7>u Di<U+1EC5>n, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 30.488 m2","Giá: 23 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Tân Mai, Phu<U+1EDD>ng Tân Mai, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.738144,21.036102
"Di<U+1EC7>n tích: 60 m2","Giá: 1,272 t<U+1EF7> ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Phuong Canh, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.8462749,21.0081338
"Di<U+1EC7>n tích: 45 m2","Giá: 1,19 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1EA1>i C<U+1ED3> Vi<U+1EC7>t, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",105.7783752,21.0350715
"Di<U+1EC7>n tích: 30 m2","Giá: 590 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 43 m2","Giá: 680 tri<U+1EC7>u ","Ðu<U+1EDD>ng Phú Di<U+1EC5>n, Phu<U+1EDD>ng Phú Di<U+1EC5>n, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 900 tri<U+1EC7>u ","Ðu<U+1EDD>ng Yên Hòa, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 51 m2","Giá: 1,07 t<U+1EF7> ","Ph<U+1ED1> Xã Ðàn, Phu<U+1EDD>ng Ô Cho<U+0323> Du`a, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--21.html#",NA,NA
"Di<U+1EC7>n tích: 36 m2","Giá: 630 tri<U+1EC7>u ","Ph<U+1ED1> Khuong H<U+1EA1>, Phu<U+1EDD>ng Khuong H<U+1EA1>, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Vân H<U+1ED3> III, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 45 m2","Giá: 1,19 t<U+1EF7> ","Ðu<U+1EDD>ng Ð<U+1EA1>i C<U+1ED3> Vi<U+1EC7>t, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 34 m2","Giá: 670 tri<U+1EC7>u ","Ðu<U+1EDD>ng M<U+1EC5> Trì, Phu<U+1EDD>ng M<U+1EC5> Trì, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 48 m2","Giá: 960 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 98 m2","Giá: 3,7 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Ðang Ninh, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 72 m2","Giá: 21,7 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Thép M<U+1EDB>i, Phu<U+1EDD>ng Giang Biên, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 104 m2","Giá: 35 tri<U+1EC7>u / m2  ","Ph<U+1ED1> Duong Ðình Ngh<U+1EC7>, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 127 m2","Giá: 4 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.7891478,21.0246582
"Di<U+1EC7>n tích: 94 m2","Giá: 3,2 t<U+1EF7> ","Ðu<U+1EDD>ng Tr<U+1EA7>n Thái Tông, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 99 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ph<U+1EA1>m Van Ð<U+1ED3>ng, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.799529,21.0107492
"Di<U+1EC7>n tích: 133 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n Duy Hung, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 580 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 620 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.8319347,21.0166834
"Di<U+1EC7>n tích: 32 m2","Giá: 800 tri<U+1EC7>u ","Ph<U+1ED1> Xã Ðàn, Phu<U+1EDD>ng Nam Ðô`ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.7752763,21.0430058
"Di<U+1EC7>n tích: 45 m2","Giá: 520 tri<U+1EC7>u ","Ðu<U+1EDD>ng Mai D<U+1ECB>ch, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 31 m2","Giá: 570 tri<U+1EC7>u ","Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.8701826,21.0381591
"Di<U+1EC7>n tích: 52 m2","Giá: 850 tri<U+1EC7>u ","Ph<U+1ED1> B<U+1ED3> Ð<U+1EC1>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 800 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xã Ðàn 2, Phu<U+1EDD>ng Nam Ðô`ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.8279835,21.0395998
"Di<U+1EC7>n tích: 35 m2","Giá: 800 tri<U+1EC7>u ","Ðu<U+1EDD>ng Hoàng Hoa Thám, Phu<U+1EDD>ng Ng<U+1ECD>c Hà, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--22.html#",105.7858997,21.0656792
"Di<U+1EC7>n tích: 30 m2","Giá: 360 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 43 m2","Giá: 1 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 30 m2","Giá: 700 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van C<U+1EEB>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8086328,21.0208319
"Di<U+1EC7>n tích: 31 m2","Giá: 660 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Chí Thanh, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 530 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 32 m2","Giá: 530 tri<U+1EC7>u ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8721945,21.043669
"Di<U+1EC7>n tích: 32 m2","Giá: 650 tri<U+1EC7>u ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Van C<U+1EEB>, Phu<U+1EDD>ng B<U+1ED3> Ð<U+1EC1>, Qu<U+1EAD>n Long Biên, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8011445,21.0367702
"Di<U+1EC7>n tích: 32 m2","Giá: 660 tri<U+1EC7>u ","Ph<U+1ED1> Quan Hoa, Phu<U+1EDD>ng Quan Hoa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 49 m2","Giá: 760 tri<U+1EC7>u ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.7783752,21.0350715
"Di<U+1EC7>n tích: 32 m2","Giá: 500 tri<U+1EC7>u ","Ph<U+1ED1> Tr<U+1EA7>n Bình, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.809127,21.0610134
"Di<U+1EC7>n tích: 42 m2","Giá: 650 tri<U+1EC7>u ","Ðu<U+1EDD>ng L<U+1EA1>c Long Quân, Phu<U+1EDD>ng Xuân La, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.7741563,21.0227619
"Di<U+1EC7>n tích: 41 m2","Giá: 750 tri<U+1EC7>u ","Ðu<U+1EDD>ng M<U+1EF9> Ðình, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 120 m2","Giá: 4,8 t<U+1EF7> ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Phú Thu<U+1EE3>ng, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8170107,21.0851245
"Di<U+1EC7>n tích: 120 m2","Giá: 4,8 t<U+1EF7> ","Ðu<U+1EDD>ng Võ Chí Công, Phu<U+1EDD>ng Phú Thu<U+1EE3>ng, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.7963563,21.0267009
"Di<U+1EC7>n tích: 50 m2","Giá: 590 tri<U+1EC7>u ","Ph<U+1ED1> Hoa B<U+1EB1>ng, Phu<U+1EDD>ng Yên Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.7773412,21.0194942
"Di<U+1EC7>n tích: 50 m2","Giá: 500 tri<U+1EC7>u ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 780 tri<U+1EC7>u ","Ðu<U+1EDD>ng Lê Ð<U+1EE9>c Th<U+1ECD>, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8088033,21.0556973
"Di<U+1EC7>n tích: 50 m2","Giá: 500 tri<U+1EC7>u ","Ðu<U+1EDD>ng L<U+1EA1>c Long Quân, Phu<U+1EDD>ng Bu<U+1EDF>i, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",105.8162373,21.005338
"Di<U+1EC7>n tích: 70 m2","Giá: 830 tri<U+1EC7>u ","Ðu<U+1EDD>ng Giáp Nh<U+1EA5>t, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--23.html#",NA,NA
